지역,시설명,시설유형,시설주소,시설규모,운영기관,시설운영상태,시설종류,운영시간_평일,운영시간_주말,시설사용료,시설대관여부,시설편의시설,주차정보,연락처,홈페이지,Latitude,Longitude
송파구,오금근린공원 다목적경기장,공공체육시설,서울특별시 송파구 오금로 363,"풋살장 1면 ,정구장 2면",송파구시설관리공단,운영,기타,09:00~20:00,09:00~17:00 / 공휴일 휴무,선착순 예약 / 1일 최대 2시간 이용 가능,가능,벤치,주차공간이 협소하므로 대중교통 이용,02-449-0019,https://www.songpagongdan.or.kr/sports/sports01.asp,37.5020129,127.1321882
서초구,언남중학교,학교체육시설,서울특별시 서초구 동산로 55,"체육장 10,485㎡, 체육관",언남중학교,운영,고등학교,"06:30~07:40, 16:30~19:00","토요일 06:30~07:40, 14:00~19:00","(1시간 기준) 체육관 : 6,000~20,000원 운동장 : 20,000~100,000원",가능,-,"주차 가능 1시간 당 1,000원 ",02-577-3038,https://eonnam.sen.ms.kr/,37.4721297,127.044295
강남구,언북문화체육센터,공공체육시설,서울특별시 강남구 삼성로135길 42,"지하 1층, 지상 5층 / 수영장 : 성인풀 6레인, 유아풀",강남구도시관리공단,운영,생활체육관,06:00~23:00,"토요일 06:00~20:00, 일요일 및 공휴일 10:00~17:00",운영 프로그램에 따라 이용 요금 상이,불가능,"샤워실, 탈의실, 개인락커룸, 휴게실, 체육관 관망대",회원에 한해 최대 150분 무료,02-546-5991,-,37.5199691,127.0456266
강남구,언북초등학교,학교체육시설,서울특별시 강남구 삼성로135길 42,"체육장 3,750, 체육관",언북초등학교,운영,초등학교,"06:00~08:00, 17:00~21:00","토요일 및 공휴일 06:00~08:00, 13:00~21:00 ","(1시간 기준) 체육관 : 15,000~60,000원 운동장 : 15,000~100,000원",가능,"샤워실, 탈의실, 창고",주차 불가,02-514-5981,https://eonbuk.sen.es.kr/,37.5199691,127.0456266
강남구,언주초등학교,학교체육시설,서울특별시 강남구 남부순환로363길 19,"체육장 3,750㎡, 체육관",언주초등학교,운영,초등학교,방과 후~일몰 전까지,토요일 방과 후~일몰 전까지,"(1시간 기준) 체육관 : 15,000~60,000원 운동장 : 25,000~100,000원",가능,"샤워실, 탈의실, 창고",주차 불가,02-3462-5285,https://eonju.sen.es.kr/,37.4865471,127.0371722
영등포구,여의도중학교,학교체육시설,서울특별시 영등포구 국제금융로7길 46,"체육장 13,300㎡, 체육관, 강당",여의도중학교,운영,중학교,"06:50~07:50, 16:30~18:00, 06:00~08:00(운동장), 18:30~21:30(체육관)","토요일 06:50~07:50, 14:00~18:00 주말 09:00~18:00(운동장), 12:30~21:20(체육관)","(1시간 기준) 체육관 : 15,000~60,000원 (시간 당 20,000원) 운동장 : 15,000~100,000원 (시간 당 50,000원)",가능,"샤워실, 탈의실, 창고",주차 불가,02-2199-9600,https://yeouido.sen.ms.kr/,37.5238067,126.9354341
영등포구,여의도한강공원 게이트볼장,공공체육시설,서울특별시 영등포구 여의동로 330,게이트볼장 2면 (17m×22m) / 총면적 374㎡,한강사업본부,운영,게이트볼장,연중무휴,연중무휴,-,가능,"샤워실, 탈의실, 화장실, 음수대, 그늘막, 카페 ","여의도한강공원 1~5주차장 이용 (1,791면) 최초 30분 2,000원, 초과 10분당 300원",02-3780-0561,https://hangang.seoul.go.kr/archives/46758,37.52955,126.9201835
영등포구,여의도한강공원 수영장,공공체육시설,서울특별시 영등포구 여의동로 330,"20,000㎡ (수용인원 3,600명)",한강사업본부,휴관,수영장,09:00~19:00,09:00~19:00,"어린이 3,000원 / 청소년 4,000원 / 성인 5,000원  ",불가능,"샤워실, 탈의실, 화장실, 음수대, 그늘막, 카페 ","여의도한강공원 1~5주차장 이용 (1,791면) 최초 30분 2,000원, 초과 10분당 300원",02-3780-0561,https://hangang.seoul.go.kr/archives/46758,37.52955,126.9201835
영등포구,여의도한강공원 족구장,공공체육시설,서울특별시 영등포구 여의동로 330,족구장 3면,한강사업본부,운영,족구장,06:00~20:00,06:00~20:00,"2시간 : 4,000원",가능,"샤워실, 탈의실, 화장실, 음수대, 그늘막, 카페 ","여의도한강공원 1~5주차장 이용 (1,791면) 최초 30분 2,000원, 초과 10분당 300원",02-3780-0561,https://hangang.seoul.go.kr/archives/46758,37.52955,126.9201835
영등포구,여의도한강공원 축구장,공공체육시설,서울특별시 영등포구 여의동로 330,축구장 2면,한강사업본부,운영,축구장,06:00~20:00,06:00~20:00,"(2시간 기준) 주간 12,000원 / 야간 25,000원 *월 정액 : 225,000원 ",가능,"샤워실, 탈의실, 화장실, 음수대, 그늘막, 카페 ","여의도한강공원 1~5주차장 이용 (1,791면) 최초 30분 2,000원, 초과 10분당 300원",02-3780-0561,https://hangang.seoul.go.kr/archives/46758,37.52955,126.9201835
영등포구,여의도한강공원 파크골프장,공공체육시설,서울특별시 영등포구 여의도동 70-1,"15홀 (면적 7,700㎡)",한강사업본부,운영,골프연습장,"08:00~13:00, 14:00~19:00","08:00~13:00, 14:00~19:00",무료,불가능,"샤워실, 탈의실, 화장실, 음수대, 그늘막, 카페 ","여의도한강공원 1~5주차장 이용 (1,791면) 최초 30분 2,000원, 초과 10분당 300원",02-3780-0561,https://hangang.seoul.go.kr/archives/46758,37.5190875,126.9423058
강남구,역삼청소년수련관,공공체육시설,서울특별시 강남구 논현로64길 7,"지하 4층, 지상 6층",사단법인홀리비전,운영,생활체육관,06:00~22:00,"토요일 09:00~18:00, 일요일 및 국가지정 공휴일 휴관",운영 프로그램에 따라 이용 요금 상이,가능,"샤워실, 탈의실",대중 교통 이용 권장,02-550-3600,http://www.gyyc.kr/,37.4939785,127.0409155
강남구,역삼청소년수련관,공공체육시설,서울특별시 강남구 논현로64길 7,"성인풀(25m) 5레인, 유아풀 / 해수풀",사단법인홀리비전,휴관,수영장,06:00~22:00,토요일 09:00~18:00 / 일요일 및 국가지정 공휴일 휴관,운영 프로그램에 따라 이용 요금 상이,불가능,"샤워실, 탈의실",대중 교통 이용 권장,02-550-3600,http://www.gyyc.kr/,37.4939785,127.0409155
성동구,열린금호교육문화관,공공체육시설,서울특별시 성동구 무수막길 69,"지하 2층, 지상 2층",성동구도시관리공단,운영,생활체육관,06:00-22:00,토요일 06:00~19:00 / 일요일 및 공휴일 휴관,운영 프로그램에 따라 이용 요금 상이,가능,"샤워실, 탈의실, 강당, 모유수유실, 개인사물함",인근 공영주차장 이용,02-2204-7650,https://sports.happysd.or.kr/fmcs/57,37.5525447,127.0200964
성동구,열린금호교육문화관 수영장,공공체육시설,서울특별시 성동구 무수막길 69,"성인풀(25m) 5레인, 어린이풀(10m) 3레인 ",성동구도시관리공단,운영,수영장,06:00~22:00,토요일 06:00~19:00 / 일요일 및 공휴일 휴관,운영 프로그램에 따라 이용 요금 상이,가능,"샤워실, 탈의실, 강당, 모유수유실, 개인사물함",인근 공영주차장 이용,02-2204-7650,https://sports.happysd.or.kr/fmcs/57,37.5525447,127.0200964
마포구,염리생활체육관,공공체육시설,서울특별시 마포구 염리동 174-3,"면적 1,811m²",마포구시설관리공단,운영,생활체육관,06:00~22:00,06:00~22:00 / 공휴일 휴관,운영 프로그램 별 이용 요금 상이,불가능,"샤워실, 탈의실, 락커룸",주차 가능 (14면) 강습시간+30분 최대 2시간 감면,02-704-9400,http://mapogym.or.kr/94,37.5419855,126.9452068
영등포구,영등포 제1스포츠센터,공공체육시설,서울특별시 영등포구 신풍로 1,"지하 2층, 지상 3층",영등포구시설관리공단,운영,생활체육관,06:00~21:50,"토요일 08:00~17:50, 일요일 10:00~17:50",운영 프로그램에 따라 이용 요금 상이,불가능,"샤워실, 탈의실, 개인사물함, 스포츠용품샵, 옥외쉼터, 수영장관망대, 관람석",주차 가능 (69면)  프로그램 이용 회원은 2시간 무료,02-2650-1515,http://www.y-sisul.or.kr/mod.asp?m=business&s=a01,37.5005919,126.9065199
영등포구,영등포 제1스포츠센터 골프연습장,공공체육시설,서울특별시 영등포구 신풍로 1,10타석,영등포구시설관리공단,운영,골프연습장,06:00~21:50,"토요일 08:00~17:50, 일요일 10:00~17:50",운영 프로그램에 따라 이용 요금 상이,불가능,"샤워실, 탈의실, 개인사물함, 스포츠용품샵, 옥외쉼터, 수영장관망대, 관람석",주차 가능 (69면)  프로그램 이용 회원은 2시간 무료,02-2650-1515,http://www.y-sisul.or.kr/mod.asp?m=business&s=a01,37.5005919,126.9065199
영등포구,영등포 제1스포츠센터 수영장,공공체육시설,서울특별시 영등포구 신풍로 1,"성인풀(25m) 7레인, 수영장 관망대",영등포구시설관리공단,운영,수영장,06:00~21:50,"토요일 08:00~17:50, 일요일 10:00~17:50",운영 프로그램에 따라 이용 요금 상이,불가능,"샤워실, 탈의실, 개인사물함, 스포츠용품샵, 옥외쉼터, 수영장관망대, 관람석",주차 가능 (69면)  프로그램 이용 회원은 2시간 무료,02-2650-1515,http://www.y-sisul.or.kr/mod.asp?m=business&s=a01,37.5005919,126.9065199
영등포구,영등포 제2스포츠센터,공공체육시설,서울특별시 영등포구 국회대로 615,"지하 3층, 지상 5층",영등포구시설관리공단,운영,생활체육관,06:00~21:50,"토요일 08:00~17:50, 일요일 10:00~17:50",운영 프로그램에 따라 이용 요금 상이,불가능,"샤워실, 탈의실, 개인사물함",주차 가능 (48대) 프로그램 이용회원은 2시간 무료주차,02-2630-2913,https://www.y-sisul.or.kr/mod.asp?m=business&s=b01,37.5266684,126.9027386
영등포구,영등포 제2스포츠센터 수영장,공공체육시설,서울특별시 영등포구 국회대로 615,"성인풀 6레인, 유아풀 1레인  ",영등포구시설관리공단,운영,수영장,06:00~21:50,".토요일 08:00~17:50, 일요일 10:00~17:50 ",운영 프로그램에 따라 이용 요금 상이,불가능,".샤워실, 탈의실, 개인사물함",주차 가능 (48대) 프로그램 이용회원은 2시간 무료주차,02-2630-2913,https://www.y-sisul.or.kr/mod.asp?m=business&s=b01,37.5266684,126.9027386
영등포구,영등포 파크골프장,공공체육시설,서울특별시 영등포구 노들로 11,"총 18홀 규모 (15,000㎡)",영등포구시설관리공단,운영,골프연습장,06:00~20:00,06:00~20:00,-,가능,"화장실, 안전펜스",-,02-2670-3858,-,37.5431001,126.8940193
영등포구,영등포공원 농구장,공공체육시설,서울특별시 영등포구 신길로 275,우레탄 코트 1면,영등포구청,운영,농구장,08:00~20:00,08:00~20:00,-,불가능,"화장실, 휴게시설, 음수대",영등포공원 공영주차장 이용,02-2670-3716,-,37.5152382,126.9108539
영등포구,영등포공원 배드민턴장,공공체육시설,서울특별시 영등포구 신길로 275,배드민턴 코트 5면,영등포구청,운영,배드민턴장,08:00~20:00,08:00~20:00,-,불가능,"화장실, 휴게시설, 음수대",영등포공원 공영주차장 이용,02-2670-3716,-,37.5152382,126.9108539
영등포구,영등포공원 풋살경기장,공공체육시설,서울특별시 영등포구 신길로 275,풋살경기장 1면 (42mx18m),영등포구청,운영,풋살장,08:00~20:00,08:00~20:00,"(2시간 기준) 평일 주간 : 25,000원 평일 야간, 주말 및 공휴일 : 30% 가산",가능,화장실,영등포공원 공영주차장 이용,02-2670-3716,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S230125125532230692,37.5152382,126.9108539
영등포구,영등포클라이밍경기장,공공체육시설,서울특별시 영등포구 도신로15길 11,실내 및 실외 등반루트,영등포구시설관리공단,운영,기타,12:30~21:30,주말 10:00~19:00 / 공휴일 휴관,운영 프로그램에 따라 이용 요금 상이,불가능,"샤워실, 탈의실, 락커룸, 휴게실, 개인사물함","이용회원은 4시간 무료 5분 초과 당 150원의 주차요금 부과 평일, 토요일, 공휴일 (21:00~익일 07:00) 무료 입출차 가능",02-2630-2991,https://www.ydp.go.kr/www/contents.do?key=2919&,37.5066677,126.8974129
영등포구,영롱이억새구장,공공체육시설,서울특별시 영등포구 노들로 56,"20,588.8㎡",영등포구청,운영,축구장,08:00~18:00,08:00~18:00,무료,가능,"주차장, 그늘막",하천 내 이용차량진입 통제 (21.12.10 기준),02-2670-4096,https://www.ydp.go.kr/www/contents.do?key=2919&,37.5459227,126.8864834
영등포구,영롱이인라인스케이트장,공공체육시설,서울특별시 영등포구 노들로 56,"4,168㎡",영등포구청,운영,기타,09:00~20:00,09:00~20:00,무료,불가능,"주차장, 그늘막, 벤치",주차 가능,02-2670-3522,https://www.ydp.go.kr/tour/viewTnTursmResrceU.do?resrceNo=23&key=4010,37.5459227,126.8864834
양천구,영학정 국궁장,공공체육시설,서울특별시 양천구 안양천로 916,"면적 3,920㎡",대한궁도협회,운영,기타,9:00~16:00,토요일 및 일요일 휴장,"입회비 : 300,000원 준회원 : 100,000원 / 정회원 : 150,000원 1회 (1시간 30분) : 25,000원",불가능,"벤치, 그늘막",주차 불가,010-5234-2322,http://www.hwalsarang.com/,37.5286323,126.88186
강남구,영희초등학교,학교체육시설,서울특별시 강남구 일원로 21,"체육장 10,545㎡, 체육장, 강당",영희초등학교,운영,초등학교,"06:00~08:00, 16:30~18:00","토요일 06:00~08:00, 13:00~18:00","(1시간 기준) 체육관 : 15,000~60,000원 운동장 : 15,000~100,000원",가능,"샤워실, 탈의실, 창고",주차 불가,02-2226-6016,https://younghee.sen.es.kr/,37.4919412,127.0812766
송파구,오금근린공원 테니스장,공공체육시설,서울특별시 송파구 오금로 363,"테니스코트 2면 (1,299㎡)",송파구시설관리공단,운영,테니스장,06:00~22:00,06:00~22:00 / 설명절 및 추석연휴 휴관,"1시간 기준 (1면) 평일 : 주간 4,000원 / 야간 5,200원 주말 및 공휴일 : 주간 5,200원 / 야간 5,200원",가능,조명시설,오금공원 내 주차장 이용,02-402-3700,http://www.songpagongdan.or.kr/sports/sports05.asp,37.5020129,127.1321882
강북구,오동골프클럽,공공체육시설,서울특별시 강북구 오현로 117,"골프연습장 (72타석, 층별 24타석), 비거리 230yd, 좌타석 각 층 1타석씩 운용",강북구도시관리공단,운영,골프연습장,05:30~23:00,"명절 당일 휴장, 명절 연휴 단축 운영","월 회원 : 주중 180,000 / 주말 220,000 분기회원 : 주중 480,000 / 주말 600,000 교육생 : 250,000 입문반 정기레슨 : 130,000 일일이용 : 9,000~19,000",불가능,"샤워실, 락커룸, 휴게실, 골프숍, 커피숍",주차 가능,02-944-2951,https://www.gbcmc.or.kr/fmcs/87,37.6227904,127.0366026
강북구,오동근린공원 실내배드민턴장,공공체육시설,서울특별시 강북구 덕릉로42길 49,"배드민턴 코트 8면 (연면적 1,222㎡)",강북구도시관리공단,운영,배드민턴장,06:00~21:00,"매월 첫째 주 월요일, 신정 및 명절 연휴 휴관","일일이용권 : 1,000~2,600원 월정기권 : 20,000~40,000원",가능,"샤워실, 탈의실, 휴게실, 사물함",주차 가능 (15면)  회원은 강습시간 전후 1시간 이내 무료,02-944-2931,https://www.gbcmc.or.kr/fmcs/83,37.6330126,127.0322173
강북구,오동근린공원 족구장,공공체육시설,서울특별시 강북구 번2동 산25-2,족구장 1면 (482㎡),강북구도시관리공단,운영,족구장,06:00~22:00,"06:00~22:00 / 첫째주 월요일, 신정 및 명절 연휴","(1시간 기준) 4,000원",가능,편의시설 없음,주차 가능 (15면),02-901-6923,-,37.6298562,127.0340769
